Comunidad;Provincia;Municipio;Población
Comunidad de Madrid;Madrid;Ribatejada;656
Comunidad de Madrid;Madrid;Rivas-Vaciamadrid;70840
Comunidad de Madrid;Madrid;Robledillo de la Jara;94
Comunidad de Madrid;Madrid;Robledo de Chavela;3876
Comunidad de Madrid;Madrid;Robregordo;61
Comunidad de Madrid;Madrid;Rozas de Madrid (Las);88065
Comunidad de Madrid;Madrid;Rozas de Puerto Real;446
Comunidad de Madrid;Madrid;San Agustín del Guadalix;11885
Comunidad de Madrid;Madrid;San Fernando de Henares;41384
Comunidad de Madrid;Madrid;San Lorenzo de El Escorial;18352
Comunidad de Madrid;Madrid;San Martín de la Vega;18863
Comunidad de Madrid;Madrid;San Martín de Valdeiglesias;8190
Comunidad de Madrid;Madrid;San Sebastián de los Reyes;78157
Comunidad de Madrid;Madrid;Santa María de la Alameda;1164
Comunidad de Madrid;Madrid;Santorcaz;822
Comunidad de Madrid;Madrid;Santos de la Humosa (Los);2165
Comunidad de Madrid;Madrid;Serna del Monte (La);99
Comunidad de Madrid;Madrid;Serranillos del Valle;3440
Comunidad de Madrid;Madrid;Sevilla la Nueva;8578
Comunidad de Madrid;Madrid;Somosierra;105
Comunidad de Madrid;Madrid;Soto del Real;8434
Comunidad de Madrid;Madrid;Talamanca de Jarama;2927
Comunidad de Madrid;Madrid;Tielmes;2581
Comunidad de Madrid;Madrid;Titulcia;1179
Comunidad de Madrid;Madrid;Torrejón de Ardoz;118441
Comunidad de Madrid;Madrid;Torrejón de la Calzada;6904
Comunidad de Madrid;Madrid;Torrejón de Velasco;4091
Comunidad de Madrid;Madrid;Torrelaguna;4928
Comunidad de Madrid;Madrid;Torrelodones;22117
Comunidad de Madrid;Madrid;Torremocha de Jarama;795
Comunidad de Madrid;Madrid;Torres de la Alameda;7896
Comunidad de Madrid;Madrid;Valdaracete;686
Comunidad de Madrid;Madrid;Valdeavero;1319
Comunidad de Madrid;Madrid;Valdelaguna;887
Comunidad de Madrid;Madrid;Valdemanco;952
Comunidad de Madrid;Madrid;Valdemaqueda;856
Comunidad de Madrid;Madrid;Valdemorillo;11210
Comunidad de Madrid;Madrid;Valdemoro;65922
Comunidad de Madrid;Madrid;Valdeolmos-Alalpardo;3176
Comunidad de Madrid;Madrid;Valdepiélagos;503
Comunidad de Madrid;Madrid;Valdetorres de Jarama;4042
Comunidad de Madrid;Madrid;Valdilecha;2828
Comunidad de Madrid;Madrid;Valverde de Alcalá;449
Comunidad de Madrid;Madrid;Velilla de San Antonio;11668
Comunidad de Madrid;Madrid;Vellón (El);1702
Comunidad de Madrid;Madrid;Venturada;1741
Comunidad de Madrid;Madrid;Villaconejos;3482
Comunidad de Madrid;Madrid;Villa del Prado;6462
Comunidad de Madrid;Madrid;Villalbilla;9819
Comunidad de Madrid;Madrid;Villamanrique de Tajo;795
Comunidad de Madrid;Madrid;Villamanta;2480
Comunidad de Madrid;Madrid;Villamantilla;952
Comunidad de Madrid;Madrid;Villanueva de la Cañada;17271
Comunidad de Madrid;Madrid;Villanueva del Pardillo;15609
Comunidad de Madrid;Madrid;Villanueva de Perales;1403
Comunidad de Madrid;Madrid;Villar del Olmo;2150
Comunidad de Madrid;Madrid;Villarejo de Salvanés;7394
Comunidad de Madrid;Madrid;Villaviciosa de Odón;26725
Comunidad de Madrid;Madrid;Villavieja del Lozoya;254
Comunidad de Madrid;Madrid;Zarzalejo;1511
Comunidad de Madrid;Madrid;Lozoyuela-Navas-Sieteiglesias;1082
Comunidad de Madrid;Madrid;Puentes Viejas;649
Comunidad de Madrid;Madrid;Tres Cantos;41147
Comunidad Foral de Navarra;Navarra;Abáigar;102
Comunidad Foral de Navarra;Navarra;Abárzuza/Abartzuza;577
Comunidad Foral de Navarra;Navarra;Abaurregaina/Abaurrea Alta;138
Comunidad Foral de Navarra;Navarra;Abaurrepea/Abaurrea Baja;41
Comunidad Foral de Navarra;Navarra;Aberin;365
Comunidad Foral de Navarra;Navarra;Ablitas;2629
Comunidad Foral de Navarra;Navarra;Adiós;179
Comunidad Foral de Navarra;Navarra;Aguilar de Codés;108
Comunidad Foral de Navarra;Navarra;Aibar/Oibar;904
Comunidad Foral de Navarra;Navarra;Altsasu/Alsasua;7698
Comunidad Foral de Navarra;Navarra;Allín/Allin;812
Comunidad Foral de Navarra;Navarra;Allo;1071
Comunidad Foral de Navarra;Navarra;Améscoa Baja;805
Comunidad Foral de Navarra;Navarra;Ancín/Antzin;379
Comunidad Foral de Navarra;Navarra;Andosilla;3039
Comunidad Foral de Navarra;Navarra;Ansoáin/Antsoain;10603
Comunidad Foral de Navarra;Navarra;Anue;358
Comunidad Foral de Navarra;Navarra;Añorbe;553
Comunidad Foral de Navarra;Navarra;Aoiz/Agoitz;2544
Comunidad Foral de Navarra;Navarra;Araitz;576
Comunidad Foral de Navarra;Navarra;Aranarache/Aranaratxe;86
Comunidad Foral de Navarra;Navarra;Arantza;647
Comunidad Foral de Navarra;Navarra;Aranguren;7317
Comunidad Foral de Navarra;Navarra;Arano;122
Comunidad Foral de Navarra;Navarra;Arakil;965
Comunidad Foral de Navarra;Navarra;Aras;186
Comunidad Foral de Navarra;Navarra;Arbizu;1082
Comunidad Foral de Navarra;Navarra;Arce/Artzi;254
Comunidad Foral de Navarra;Navarra;Arcos (Los);1263
Comunidad Foral de Navarra;Navarra;Arellano;200
Comunidad Foral de Navarra;Navarra;Areso;277
Comunidad Foral de Navarra;Navarra;Arguedas;2380
Comunidad Foral de Navarra;Navarra;Aria;57
Comunidad Foral de Navarra;Navarra;Aribe;47
Comunidad Foral de Navarra;Navarra;Armañanzas;64
Comunidad Foral de Navarra;Navarra;Arróniz;1134
Comunidad Foral de Navarra;Navarra;Arruazu;113
Comunidad Foral de Navarra;Navarra;Artajona;1760
Comunidad Foral de Navarra;Navarra;Artazu;122
Comunidad Foral de Navarra;Navarra;Atez;247
Comunidad Foral de Navarra;Navarra;Ayegui/Aiegi;1742
Comunidad Foral de Navarra;Navarra;Azagra;3848
Comunidad Foral de Navarra;Navarra;Azuelo;41
Comunidad Foral de Navarra;Navarra;Bakaiku;340
Comunidad Foral de Navarra;Navarra;Barásoain;656
Comunidad Foral de Navarra;Navarra;Barbarin;72
Comunidad Foral de Navarra;Navarra;Bargota;324
Comunidad Foral de Navarra;Navarra;Barillas;189
Comunidad Foral de Navarra;Navarra;Basaburua;878
Comunidad Foral de Navarra;Navarra;Baztan;8081
Comunidad Foral de Navarra;Navarra;Beire;330
Comunidad Foral de Navarra;Navarra;Belascoáin;127
Comunidad Foral de Navarra;Navarra;Berbinzana;703
Comunidad Foral de Navarra;Navarra;Bertizarana;647
Comunidad Foral de Navarra;Navarra;Betelu;339
Comunidad Foral de Navarra;Navarra;Biurrun-Olcoz;219
Comunidad Foral de Navarra;Navarra;Buñuel;2385
Comunidad Foral de Navarra;Navarra;Auritz/Burguete;298
Comunidad Foral de Navarra;Navarra;Burgui/Burgi;235
Comunidad Foral de Navarra;Navarra;Burlada/Burlata;18389
Comunidad Foral de Navarra;Navarra;Busto (El);77
Comunidad Foral de Navarra;Navarra;Cabanillas;1488
Comunidad Foral de Navarra;Navarra;Cabredo;102
Comunidad Foral de Navarra;Navarra;Cadreita;2141
Comunidad Foral de Navarra;Navarra;Caparroso;2763
Comunidad Foral de Navarra;Navarra;Cárcar;1180
Comunidad Foral de Navarra;Navarra;Carcastillo;2629
Comunidad Foral de Navarra;Navarra;Cascante;3999
Comunidad Foral de Navarra;Navarra;Cáseda;1042
Comunidad Foral de Navarra;Navarra;Castejón;4306
Comunidad Foral de Navarra;Navarra;Castillonuevo;17
Comunidad Foral de Navarra;Navarra;Cintruénigo;7740
Comunidad Foral de Navarra;Navarra;Ziordia;392
Comunidad Foral de Navarra;Navarra;Cirauqui/Zirauki;502
Comunidad Foral de Navarra;Navarra;Ciriza/Ziritza;118
Comunidad Foral de Navarra;Navarra;Cizur;3366
Comunidad Foral de Navarra;Navarra;Corella;8076
Comunidad Foral de Navarra;Navarra;Cortes;3405
Comunidad Foral de Navarra;Navarra;Desojo;102
Comunidad Foral de Navarra;Navarra;Dicastillo;691
Comunidad Foral de Navarra;Navarra;Donamaria;438
Comunidad Foral de Navarra;Navarra;Etxalar;827
Comunidad Foral de Navarra;Navarra;Echarri;68
Comunidad Foral de Navarra;Navarra;Etxarri-Aranatz;2482
Comunidad Foral de Navarra;Navarra;Etxauri;595
Comunidad Foral de Navarra;Navarra;Egüés;14354
Comunidad Foral de Navarra;Navarra;Elgorriaga;221
Comunidad Foral de Navarra;Navarra;Noáin (Valle de Elorz)/Noain (Elortzibar);7119
Comunidad Foral de Navarra;Navarra;Enériz/Eneritz;365
Comunidad Foral de Navarra;Navarra;Eratsun;159
Comunidad Foral de Navarra;Navarra;Ergoiena;432
Comunidad Foral de Navarra;Navarra;Erro;786
Comunidad Foral de Navarra;Navarra;Ezcároz/Ezkaroze;343
Comunidad Foral de Navarra;Navarra;Eslava;133
Comunidad Foral de Navarra;Navarra;Esparza de Salazar/Espartza Zaraitzu;91
Comunidad Foral de Navarra;Navarra;Espronceda;133
Comunidad Foral de Navarra;Navarra;Estella/Lizarra;14207
Comunidad Foral de Navarra;Navarra;Esteribar;2202
Comunidad Foral de Navarra;Navarra;Etayo;92
Comunidad Foral de Navarra;Navarra;Eulate;337
Comunidad Foral de Navarra;Navarra;Ezcabarte;1677
Comunidad Foral de Navarra;Navarra;Ezkurra;163
Comunidad Foral de Navarra;Navarra;Ezprogui;52
Comunidad Foral de Navarra;Navarra;Falces;2650
Comunidad Foral de Navarra;Navarra;Fitero;2332
Comunidad Foral de Navarra;Navarra;Fontellas;925
Comunidad Foral de Navarra;Navarra;Funes;2447
Comunidad Foral de Navarra;Navarra;Fustiñana;2598
Comunidad Foral de Navarra;Navarra;Galar;1740
Comunidad Foral de Navarra;Navarra;Gallipienzo/Galipentzu;120
Comunidad Foral de Navarra;Navarra;Gallués/Galoze;101
Comunidad Foral de Navarra;Navarra;Garaioa;108
Comunidad Foral de Navarra;Navarra;Garde;172
Comunidad Foral de Navarra;Navarra;Garínoain;520
Comunidad Foral de Navarra;Navarra;Garralda;191
Comunidad Foral de Navarra;Navarra;Genevilla;91
Comunidad Foral de Navarra;Navarra;Goizueta;778
Comunidad Foral de Navarra;Navarra;Goñi;181
Comunidad Foral de Navarra;Navarra;Güesa/Gorza;53
Comunidad Foral de Navarra;Navarra;Guesálaz/Gesalatz;457
Comunidad Foral de Navarra;Navarra;Guirguillano;83
Comunidad Foral de Navarra;Navarra;Huarte/Uharte;6095
Comunidad Foral de Navarra;Navarra;Uharte-Arakil;866
Comunidad Foral de Navarra;Navarra;Ibargoiti;248
Comunidad Foral de Navarra;Navarra;Igúzquiza;348
Comunidad Foral de Navarra;Navarra;Imotz;444
Comunidad Foral de Navarra;Navarra;Irañeta;157
Comunidad Foral de Navarra;Navarra;Isaba/Izaba;492
Comunidad Foral de Navarra;Navarra;Ituren;502
Comunidad Foral de Navarra;Navarra;Iturmendi;400
Comunidad Foral de Navarra;Navarra;Iza/Itza;1042
Comunidad Foral de Navarra;Navarra;Izagaondoa;175
Comunidad Foral de Navarra;Navarra;Izalzu/Itzaltzu;48
Comunidad Foral de Navarra;Navarra;Jaurrieta;214
Comunidad Foral de Navarra;Navarra;Javier;106
Comunidad Foral de Navarra;Navarra;Juslapeña;588
Comunidad Foral de Navarra;Navarra;Beintza-Labaien;249
Comunidad Foral de Navarra;Navarra;Lakuntza;1219
Comunidad Foral de Navarra;Navarra;Lana;199
Comunidad Foral de Navarra;Navarra;Lantz;109
Comunidad Foral de Navarra;Navarra;Lapoblación;154
Comunidad Foral de Navarra;Navarra;Larraga;2137
Comunidad Foral de Navarra;Navarra;Larraona;112
Comunidad Foral de Navarra;Navarra;Larraun;999
Comunidad Foral de Navarra;Navarra;Lazagurría;210
Comunidad Foral de Navarra;Navarra;Leache;55
Comunidad Foral de Navarra;Navarra;Legarda;119
Comunidad Foral de Navarra;Navarra;Legaria;117
Comunidad Foral de Navarra;Navarra;Leitza;2934
Comunidad Foral de Navarra;Navarra;Leoz/Leotz;272
Comunidad Foral de Navarra;Navarra;Lerga;83
Comunidad Foral de Navarra;Navarra;Lerín;1890
Comunidad Foral de Navarra;Navarra;Lesaka;2822
Comunidad Foral de Navarra;Navarra;Lezáun;267
Comunidad Foral de Navarra;Navarra;Liédena;328
Comunidad Foral de Navarra;Navarra;Lizoáin-Arriasgoiti;308
Comunidad Foral de Navarra;Navarra;Lodosa;4966
Comunidad Foral de Navarra;Navarra;Lónguida/Longida;313
Comunidad Foral de Navarra;Navarra;Lumbier;1398
Comunidad Foral de Navarra;Navarra;Luquin;141
Comunidad Foral de Navarra;Navarra;Mañeru;420
Comunidad Foral de Navarra;Navarra;Marañón;58
Comunidad Foral de Navarra;Navarra;Marcilla;2838
Comunidad Foral de Navarra;Navarra;Mélida;769
Comunidad Foral de Navarra;Navarra;Mendavia;3796
Comunidad Foral de Navarra;Navarra;Mendaza;333
Comunidad Foral de Navarra;Navarra;Mendigorría;1076
Comunidad Foral de Navarra;Navarra;Metauten;286
Comunidad Foral de Navarra;Navarra;Milagro;3414
Comunidad Foral de Navarra;Navarra;Mirafuentes;45
Comunidad Foral de Navarra;Navarra;Miranda de Arga;951
Comunidad Foral de Navarra;Navarra;Monreal/Elo;489
Comunidad Foral de Navarra;Navarra;Monteagudo;1145
Comunidad Foral de Navarra;Navarra;Morentin;139
Comunidad Foral de Navarra;Navarra;Mues;95
Comunidad Foral de Navarra;Navarra;Murchante;3753
Comunidad Foral de Navarra;Navarra;Murieta;353
Comunidad Foral de Navarra;Navarra;Murillo el Cuende;631
Comunidad Foral de Navarra;Navarra;Murillo el Fruto;714
Comunidad Foral de Navarra;Navarra;Muruzábal;289
Comunidad Foral de Navarra;Navarra;Navascués/Nabaskoze;182
Comunidad Foral de Navarra;Navarra;Nazar;51
Comunidad Foral de Navarra;Navarra;Obanos;946
Comunidad Foral de Navarra;Navarra;Oco;69
Comunidad Foral de Navarra;Navarra;Ochagavía/Otsagabia;626
Comunidad Foral de Navarra;Navarra;Odieta;345
Comunidad Foral de Navarra;Navarra;Oitz;151
Comunidad Foral de Navarra;Navarra;Olaibar;232
Comunidad Foral de Navarra;Navarra;Olazti/Olazagutía;1719
Comunidad Foral de Navarra;Navarra;Olejua;55
Comunidad Foral de Navarra;Navarra;Olite/Erriberri;3722
Comunidad Foral de Navarra;Navarra;Olóriz/Oloritz;185
Comunidad Foral de Navarra;Navarra;Cendea de Olza/Oltza Zendea;1635
Comunidad Foral de Navarra;Navarra;Ollo;366
Comunidad Foral de Navarra;Navarra;Orbaitzeta;220
Comunidad Foral de Navarra;Navarra;Orbara;48
Comunidad Foral de Navarra;Navarra;Orísoain;86
Comunidad Foral de Navarra;Navarra;Oronz/Orontze;53
Comunidad Foral de Navarra;Navarra;Oroz-Betelu/Orotz-Betelu;169
Comunidad Foral de Navarra;Navarra;Oteiza;963
Comunidad Foral de Navarra;Navarra;Pamplona/Iruña;197488
Comunidad Foral de Navarra;Navarra;Peralta/Azkoien;6066
Comunidad Foral de Navarra;Navarra;Petilla de Aragón;23
Comunidad Foral de Navarra;Navarra;Piedramillera;54
Comunidad Foral de Navarra;Navarra;Pitillas;562
Comunidad Foral de Navarra;Navarra;Puente la Reina/Gares;2867
Comunidad Foral de Navarra;Navarra;Pueyo;339
Comunidad Foral de Navarra;Navarra;Ribaforada;3617
Comunidad Foral de Navarra;Navarra;Romanzado;158
Comunidad Foral de Navarra;Navarra;Roncal/Erronkari;254
Comunidad Foral de Navarra;Navarra;Orreaga/Roncesvalles;24
Comunidad Foral de Navarra;Navarra;Sada;179
Comunidad Foral de Navarra;Navarra;Saldías;116
Comunidad Foral de Navarra;Navarra;Salinas de Oro/Jaitz;120
Comunidad Foral de Navarra;Navarra;San Adrián;6293
Comunidad Foral de Navarra;Navarra;Sangüesa/Zangoza;5248
Comunidad Foral de Navarra;Navarra;San Martín de Unx;455
Comunidad Foral de Navarra;Navarra;Sansol;109
Comunidad Foral de Navarra;Navarra;Santacara;943
Comunidad Foral de Navarra;Navarra;Doneztebe/Santesteban;1688
Comunidad Foral de Navarra;Navarra;Sarriés/Sartze;68
Comunidad Foral de Navarra;Navarra;Sartaguda;1398
Comunidad Foral de Navarra;Navarra;Sesma;1264
Comunidad Foral de Navarra;Navarra;Sorlada;68
Comunidad Foral de Navarra;Navarra;Sunbilla;670
Comunidad Foral de Navarra;Navarra;Tafalla;11413
Comunidad Foral de Navarra;Navarra;Tiebas-Muruarte de Reta;649
Comunidad Foral de Navarra;Navarra;Tirapu;58
Comunidad Foral de Navarra;Navarra;Torralba del Río;131
Comunidad Foral de Navarra;Navarra;Torres del Río;153
Comunidad Foral de Navarra;Navarra;Tudela;35268
Comunidad Foral de Navarra;Navarra;Tulebras;124
Comunidad Foral de Navarra;Navarra;Ucar;160
Comunidad Foral de Navarra;Navarra;Ujué;218
Comunidad Foral de Navarra;Navarra;Ultzama;1694
Comunidad Foral de Navarra;Navarra;Unciti;225
Comunidad Foral de Navarra;Navarra;Unzué/Untzue;133
Comunidad Foral de Navarra;Navarra;Urdazubi/Urdax;361
Comunidad Foral de Navarra;Navarra;Urdiain;710
Comunidad Foral de Navarra;Navarra;Urraul Alto;157
Comunidad Foral de Navarra;Navarra;Urraul Bajo;295
Comunidad Foral de Navarra;Navarra;Urroz-Villa;393
Comunidad Foral de Navarra;Navarra;Urrotz;190
Comunidad Foral de Navarra;Navarra;Urzainqui/Urzainki;92
Comunidad Foral de Navarra;Navarra;Uterga;187
Comunidad Foral de Navarra;Navarra;Uztárroz/Uztarroze;184
Comunidad Foral de Navarra;Navarra;Luzaide/Valcarlos;407
Comunidad Foral de Navarra;Navarra;Valtierra;2562
Comunidad Foral de Navarra;Navarra;Bera;3730
Comunidad Foral de Navarra;Navarra;Viana;3937
Comunidad Foral de Navarra;Navarra;Vidángoz/Bidankoze;100
Comunidad Foral de Navarra;Navarra;Bidaurreta;155
Comunidad Foral de Navarra;Navarra;Villafranca;2997
Comunidad Foral de Navarra;Navarra;Villamayor de Monjardín;137
Comunidad Foral de Navarra;Navarra;Hiriberri/Villanueva de Aezkoa;124
Comunidad Foral de Navarra;Navarra;Villatuerta;1099
Comunidad Foral de Navarra;Navarra;Villava/Atarrabia;10568
Comunidad Foral de Navarra;Navarra;Igantzi;632
Comunidad Foral de Navarra;Navarra;Valle de Yerri/Deierri;1557
Comunidad Foral de Navarra;Navarra;Yesa;256
Comunidad Foral de Navarra;Navarra;Zabalza/Zabaltza;266
Comunidad Foral de Navarra;Navarra;Zubieta;315
Comunidad Foral de Navarra;Navarra;Zugarramurdi;212
Comunidad Foral de Navarra;Navarra;Zúñiga;120
Comunidad Foral de Navarra;Navarra;Barañain;21705
Comunidad Foral de Navarra;Navarra;Berrioplano/Berriobeiti;4852
Comunidad Foral de Navarra;Navarra;Berriozar;9034
Comunidad Foral de Navarra;Navarra;Irurtzun;2230
Comunidad Foral de Navarra;Navarra;Beriáin;3655
Comunidad Foral de Navarra;Navarra;Orkoien;3511
Comunidad Foral de Navarra;Navarra;Zizur Mayor/Zizur Nagusia;13316
Comunidad Foral de Navarra;Navarra;Lekunberri;1432
País Vasco;Araba - Álava;Alegría-Dulantzi;2714
País Vasco;Araba - Álava;Amurrio;10050
País Vasco;Araba - Álava;Aramaio;1497
País Vasco;Araba - Álava;Artziniega;1818
País Vasco;Araba - Álava;Armiñón;225
País Vasco;Araba - Álava;Arrazua-Ubarrundia;913
País Vasco;Araba - Álava;Asparrena;1680
País Vasco;Araba - Álava;Ayala/Aiara;2827
País Vasco;Araba - Álava;Baños de Ebro/Mañueta;329
País Vasco;Araba - Álava;Barrundia;910
País Vasco;Araba - Álava;Berantevilla;499
País Vasco;Araba - Álava;Bernedo;575
País Vasco;Araba - Álava;Campezo/Kanpezu;1126
País Vasco;Araba - Álava;Zigoitia;1694
País Vasco;Araba - Álava;Kripan;195
País Vasco;Araba - Álava;Kuartango;355
País Vasco;Araba - Álava;Elburgo/Burgelu;589
País Vasco;Araba - Álava;Elciego;1051
País Vasco;Araba - Álava;Elvillar/Bilar;367
País Vasco;Araba - Álava;Iruraiz-Gauna;511
País Vasco;Araba - Álava;Labastida/Bastida;1471
País Vasco;Araba - Álava;Lagrán;178
País Vasco;Araba - Álava;Laguardia;1512
País Vasco;Araba - Álava;Lanciego/Lantziego;696
País Vasco;Araba - Álava;Lapuebla de Labarca;866
País Vasco;Araba - Álava;Leza;236
País Vasco;Araba - Álava;Laudio/Llodio;18420
País Vasco;Araba - Álava;Arraia-Maeztu;708
País Vasco;Araba - Álava;Moreda de Álava/Moreda Araba;249
País Vasco;Araba - Álava;Navaridas;211
País Vasco;Araba - Álava;Okondo;1116
País Vasco;Araba - Álava;Oyón-Oion;3246
País Vasco;Araba - Álava;Peñacerrada-Urizaharra;296
País Vasco;Araba - Álava;Erriberagoitia/Ribera Alta;750
País Vasco;Araba - Álava;Ribera Baja/Erribera Beitia;1303
País Vasco;Araba - Álava;Añana;175
País Vasco;Araba - Álava;Salvatierra/Agurain;4867
País Vasco;Araba - Álava;Samaniego;329
País Vasco;Araba - Álava;San Millán/Donemiliaga;725
País Vasco;Araba - Álava;Urkabustaiz;1271
País Vasco;Araba - Álava;Valdegovía/Gaubea;1106
País Vasco;Araba - Álava;Harana/Valle de Arana;296
País Vasco;Araba - Álava;Villabuena de Álava/Eskuernaga;316
País Vasco;Araba - Álava;Legutio;1644
País Vasco;Araba - Álava;Vitoria-Gasteiz;238247
País Vasco;Araba - Álava;Yécora/Iekora;286
País Vasco;Araba - Álava;Zalduondo;193
País Vasco;Araba - Álava;Zambrana;383
País Vasco;Araba - Álava;Zuia;2401
País Vasco;Araba - Álava;Iruña Oka/Iruña de Oca;2973
País Vasco;Araba - Álava;Lantarón;957
País Vasco;Gipuzkoa;Abaltzisketa;326
País Vasco;Gipuzkoa;Aduna;429
País Vasco;Gipuzkoa;Aizarnazabal;708
País Vasco;Gipuzkoa;Albiztur;315
País Vasco;Gipuzkoa;Alegia;1750
País Vasco;Gipuzkoa;Alkiza;353
País Vasco;Gipuzkoa;Altzo;398
País Vasco;Gipuzkoa;Amezketa;994
País Vasco;Gipuzkoa;Andoain;14662
País Vasco;Gipuzkoa;Anoeta;1850
País Vasco;Gipuzkoa;Antzuola;2161
País Vasco;Gipuzkoa;Arama;218
País Vasco;Gipuzkoa;Aretxabaleta;6700
País Vasco;Gipuzkoa;Asteasu;1473
País Vasco;Gipuzkoa;Ataun;1670
País Vasco;Gipuzkoa;Aia;2007
País Vasco;Gipuzkoa;Azkoitia;11351
País Vasco;Gipuzkoa;Azpeitia;14305
País Vasco;Gipuzkoa;Beasain;13680
País Vasco;Gipuzkoa;Beizama;183
País Vasco;Gipuzkoa;Belauntza;296
País Vasco;Gipuzkoa;Berastegi;1051
País Vasco;Gipuzkoa;Berrobi;576
País Vasco;Gipuzkoa;Bidegoian;531
País Vasco;Gipuzkoa;Zegama;1530
País Vasco;Gipuzkoa;Zerain;249
País Vasco;Gipuzkoa;Zestoa;3544
País Vasco;Gipuzkoa;Zizurkil;2766
País Vasco;Gipuzkoa;Deba;5384
País Vasco;Gipuzkoa;Eibar;27378
País Vasco;Gipuzkoa;Elduain;235
País Vasco;Gipuzkoa;Elgoibar;11324
País Vasco;Gipuzkoa;Elgeta;1079
País Vasco;Gipuzkoa;Eskoriatza;4055
País Vasco;Gipuzkoa;Ezkio-Itsaso;608
País Vasco;Gipuzkoa;Hondarribia;16464
País Vasco;Gipuzkoa;Gaintza;128
País Vasco;Gipuzkoa;Gabiria;492
País Vasco;Gipuzkoa;Getaria;2675
País Vasco;Gipuzkoa;Hernani;19285
País Vasco;Gipuzkoa;Hernialde;348
País Vasco;Gipuzkoa;Ibarra;4345
País Vasco;Gipuzkoa;Idiazabal;2261
País Vasco;Gipuzkoa;Ikaztegieta;470
País Vasco;Gipuzkoa;Irun;60938
País Vasco;Gipuzkoa;Irura;1577
País Vasco;Gipuzkoa;Itsasondo;661
País Vasco;Gipuzkoa;Larraul;253
País Vasco;Gipuzkoa;Lazkao;5348
País Vasco;Gipuzkoa;Leaburu;395
País Vasco;Gipuzkoa;Legazpi;8718
País Vasco;Gipuzkoa;Legorreta;1496
País Vasco;Gipuzkoa;Lezo;5988
País Vasco;Gipuzkoa;Lizartza;661
País Vasco;Gipuzkoa;Arrasate/Mondragón;22011
País Vasco;Gipuzkoa;Mutriku;5021
País Vasco;Gipuzkoa;Mutiloa;248
País Vasco;Gipuzkoa;Olaberria;948
País Vasco;Gipuzkoa;Oñati;10957
País Vasco;Gipuzkoa;Orexa;123
País Vasco;Gipuzkoa;Orio;5147
País Vasco;Gipuzkoa;Ormaiztegi;1319
País Vasco;Gipuzkoa;Oiartzun;9947
País Vasco;Gipuzkoa;Pasaia;15977
País Vasco;Gipuzkoa;Soraluze/Placencia de las Armas;4002
País Vasco;Gipuzkoa;Errezil;616
País Vasco;Gipuzkoa;Errenteria;39020
País Vasco;Gipuzkoa;Leintz-Gatzaga;262
País Vasco;Gipuzkoa;Donostia-San Sebastián;185506
País Vasco;Gipuzkoa;Segura;1455
País Vasco;Gipuzkoa;Tolosa;18095
País Vasco;Gipuzkoa;Urnieta;6145
País Vasco;Gipuzkoa;Usurbil;6013
País Vasco;Gipuzkoa;Bergara;14637
País Vasco;Gipuzkoa;Villabona;5822
País Vasco;Gipuzkoa;Ordizia;9758
País Vasco;Gipuzkoa;Urretxu;6957
País Vasco;Gipuzkoa;Zaldibia;1504
País Vasco;Gipuzkoa;Zarautz;22658
País Vasco;Gipuzkoa;Zumarraga;10037
País Vasco;Gipuzkoa;Zumaia;9337
País Vasco;Gipuzkoa;Mendaro;1898
País Vasco;Gipuzkoa;Lasarte-Oria;17856
País Vasco;Gipuzkoa;Astigarraga;4709
País Vasco;Gipuzkoa;Baliarrain;120
País Vasco;Gipuzkoa;Orendain;191
País Vasco;Gipuzkoa;Altzaga;159
País Vasco;Gipuzkoa;Gaztelu;166
País Vasco;Bizkaia;Abadiño;7310
País Vasco;Bizkaia;Abanto y Ciérvana-Abanto Zierbena;9724
País Vasco;Bizkaia;Amorebieta-Etxano;17969
País Vasco;Bizkaia;Amoroto;414
País Vasco;Bizkaia;Arakaldo;112
País Vasco;Bizkaia;Arantzazu;325
País Vasco;Bizkaia;Munitibar-Arbatzegi Gerrikaitz;415
País Vasco;Bizkaia;Artzentales;729
País Vasco;Bizkaia;Arrankudiaga;920
País Vasco;Bizkaia;Arrieta;558
País Vasco;Bizkaia;Arrigorriaga;12358
País Vasco;Bizkaia;Bakio;2470
País Vasco;Bizkaia;Barakaldo;99321
País Vasco;Bizkaia;Barrika;1487
País Vasco;Bizkaia;Basauri;42452
País Vasco;Bizkaia;Berango;6748
País Vasco;Bizkaia;Bermeo;17026
País Vasco;Bizkaia;Berriatua;1284
País Vasco;Bizkaia;Berriz;4882
País Vasco;Bizkaia;Bilbao;353187
País Vasco;Bizkaia;Busturia;1762
País Vasco;Bizkaia;Karrantza Harana/Valle de Carranza;2786
País Vasco;Bizkaia;Artea;760
País Vasco;Bizkaia;Zeanuri;1302
País Vasco;Bizkaia;Zeberio;1060
País Vasco;Bizkaia;Dima;1313
País Vasco;Bizkaia;Durango;28261
País Vasco;Bizkaia;Ea;897
País Vasco;Bizkaia;Etxebarri;9667
País Vasco;Bizkaia;Etxebarria;821
País Vasco;Bizkaia;Elantxobe;439
País Vasco;Bizkaia;Elorrio;7252
País Vasco;Bizkaia;Ereño;258
País Vasco;Bizkaia;Ermua;16196
País Vasco;Bizkaia;Fruiz;450
País Vasco;Bizkaia;Galdakao;29254
País Vasco;Bizkaia;Galdames;838
